【资产负债表】平安银行 2023年,,,,,,,,,,
合并资产负债表,,,,,,,,,,
资产,,,,,,,,,,
,1.提取盈余公积,34.0,-,-,-,-,-,-,-,-
,2.提取一般风险准备,35.0,-,-,-,-,-,"3,149","(3,149)",-
,3.普通股现金分红,36.0,-,-,-,-,-,-,"(5,531)","(5,531)"
,4.优先股股息,36.0,-,-,-,-,-,-,"(874,874)",
,5.永续债利息,36.0,-,-,-,-,-,-,"(1,975)","(1,975)"
(四),股东权益内部结转,,,,,,,,,
,1.其他综合收益结转留存收益,47.0,-,-,-,(24),-,-,24,-
(五),其他,,,,,,,,,
,1.长期服务计划,33.0,-,-,(55),-,-,-,-,(55)
三、,2023年12月31日余额,,"19,406","69,944","80,761","2,264","10,781","67,917","221,255","472,328"
,,,,,,,,,,
【权益变动表】平安银行 2023年,,,,,,,,,,
合并及银行股东权益变动表(续),,,,,,,,,,
一、,2023年1月1日余额,,"19,406","69,944","80,816","2,664","10,781","62,384","185,026","431,021"
二、,本年增减变动金额,,,,,,,,,
(一),净利润,,-,-,-,-,-,-,"44,570","44,570"
(二),其他综合收益,47.0,-,-,-,(377),-,-,-,(377)
,综合收益总额,,-,-,-,(377),-,-,"44,570","44,193"
(三),利润分配,,,,,,,,,
,1.提取盈余公积,34.0,-,-,-,-,-,-,-,-
,2.提取一般风险准备,35.0,-,-,-,-,-,"2,849","(2,849)",-
,3.普通股现金分红,36.0,-,-,-,-,-,-,"(5,531)","(5,531)"
,4.优先股股息,36.0,-,-,-,-,-,-,"(874,874)",
,5.永续债利息,36.0,-,-,-,-,-,-,"(1,975)","(1,975)"
(四),股东权益内部结转,,,,,,,,,
,1.其他综合收益结转留存收益,47.0,-,-,-,(24),-,-,24,-
(五),其他,,,,,,,,,
,1.长期服务计划,33.0,-,-,(53),-,-,-,-,(53)
三、,2023年12月31日余额,,"19,406","69,944","80,763","2,263","10,781","65,233","218,391","466,781"
,,,,,,,,,,
【权益变动表】平安银行 2023年,,,,,,,,,,
合并及银行股东权益变动表(续),,,,,,,,,,
一、,2022年1月1日余额,,"19,406","69,944","80,816","1,785","10,781","58,339","154,377","395,448"
二、,本年增减变动金额,,,,,,,,,
(一),净利润,,-,-,-,-,-,-,"45,516","45,516"
(二),其他综合收益,47.0,-,-,-,990,-,-,-,990
,综合收益总额,,-,-,-,990,-,-,"45,516","46,506"
(三),利润分配,,,,,,,,,
,1.提取盈余公积,34.0,-,-,-,-,-,-,-,-
,2.提取一般风险准备,35.0,-,-,-,-,-,"6,429","(6,429)",-
,3.普通股现金分红,36.0,-,-,-,-,-,-,"(4,425)","(4,425)"
,4.优先股股息,36.0,-,-,-,-,-,-,"(874,874)",
,5.永续债利息,36.0,-,-,-,-,-,-,"(1,975)","(1,975)"
(四),股东权益内部结转,,,,,,,,,
,1.其他综合收益结转留存收益,47.0,-,-,-,(115),-,-,115,-
三、,2022年12月31日余额,,"19,406","69,944","80,816","2,660","10,781","64,768","186,305","434,680"
,,,,,,,,,,
【权益变动表】平安银行 2023年,,,,,,,,,,
合并及银行股东权益变动表(续),,,,,,,,,,
一、,2022年1月1日余额,,"19,406","69,944","80,816","1,784","10,781","57,083","153,853","393,667"
二、,本年增减变动金额,,,,,,,,,
(一),净利润,,-,-,-,-,-,-,"43,633","43,633"
(二),其他综合收益,47.0,-,-,-,995,-,-,-,995
,综合收益总额,,-,-,-,995,-,-,"43,633","44,628"
(三),利润分配,,,,,,,,,
,1.提取盈余公积,34.0,-,-,-,-,-,-,-,-
,2.提取一般风险准备,35.0,-,-,-,-,-,"5,301","(5,301)",-
,3.普通股现金分红,36.0,-,-,-,-,-,-,"(4,425)","(4,425)"
,4.优先股股息,36.0,-,-,-,-,-,-,"(874,874)",
,5.永续债利息,36.0,-,-,-,-,-,-,"(1,975)","(1,975)"
(四),股东权益内部结转,,,,,,,,,
,1.其他综合收益结转留存收益,47.0,-,-,-,(115),-,-,115,-
三、,2022年12月31日余额,,"19,406","69,944","80,816","2,664","10,781","62,384","185,026","431,021"
,,,,,,,,,,
